Namespace(arch='vgg_small_1w1a', workers=4, epochs=1000, warm_up_epochs=16, start_epoch=0, batch_size=256, lr=0.1, momentum=0.9, weight_decay=0.0001, num_classes=10, seed=2023, dynamic_range=[0.8, 0.0], resume='', evaluate=False, save_dir='saveModel-004', print_freq=200, save_every=200)
Epoch	train_loss	val_loss	train_acc	val_acc	
546	0.038	0.422	98.776	89.143
547	0.038	0.391	98.784	88.732
548	0.041	0.411	98.646	89.002
549	0.042	0.478	98.666	87.610
550	0.039	0.386	98.742	89.603
551	0.039	0.417	98.782	89.463
552	0.036	0.374	98.852	90.104
553	0.040	0.426	98.688	89.694
554	0.044	0.397	98.606	89.924
555	0.039	0.431	98.780	88.421
556	0.039	0.412	98.790	89.213
557	0.040	0.391	98.730	89.353
558	0.037	0.419	98.814	89.213
559	0.043	0.400	98.622	88.992
560	0.038	0.455	98.832	88.111
561	0.039	0.362	98.772	89.804
562	0.038	0.419	98.782	89.203
563	0.038	0.372	98.760	90.034
564	0.035	0.353	98.916	90.294
565	0.035	0.361	98.916	90.094
566	0.037	0.406	98.812	89.473
567	0.034	0.400	98.928	89.563
568	0.040	0.426	98.712	89.243
569	0.037	0.354	98.848	90.144
570	0.034	0.386	98.954	90.124
571	0.034	0.414	98.938	89.533
572	0.038	0.370	98.834	90.154
573	0.034	0.421	98.934	89.533
574	0.038	0.374	98.766	89.824
575	0.038	0.404	98.782	89.463
576	0.039	0.370	98.752	89.734
577	0.036	0.385	98.876	90.204
578	0.033	0.374	98.950	90.304
579	0.035	0.506	98.908	88.011
580	0.037	0.412	98.842	90.284
581	0.036	0.396	98.926	90.014
582	0.035	0.403	98.910	89.663
583	0.039	0.428	98.808	88.552
584	0.035	0.391	98.902	89.463
585	0.036	0.379	98.890	89.844
586	0.034	0.374	98.950	89.974
587	0.033	0.390	99.002	89.834
588	0.031	0.363	99.115	89.944
589	0.034	0.379	98.936	90.294
590	0.034	0.413	98.904	89.403
591	0.035	0.377	98.926	90.044
592	0.033	0.394	99.030	89.533
593	0.033	0.384	98.934	89.834
594	0.033	0.378	98.956	89.824
595	0.032	0.395	99.032	90.014
596	0.030	0.400	99.163	89.533
597	0.030	0.346	99.083	90.595
598	0.030	0.362	99.109	90.054
599	0.032	0.382	99.016	90.064
600	0.034	0.441	98.950	89.433
601	0.033	0.425	99.000	89.503
602	0.030	0.411	99.101	88.792
603	0.032	0.369	99.010	90.345
604	0.029	0.396	99.119	90.094
605	0.030	0.358	99.062	90.064
606	0.031	0.365	99.075	90.455
607	0.027	0.377	99.251	90.395
608	0.028	0.378	99.173	90.645
609	0.028	0.368	99.141	90.134
610	0.027	0.379	99.151	90.124
611	0.028	0.371	99.185	89.844
612	0.028	0.367	99.163	90.505
613	0.024	0.347	99.297	90.815
614	0.026	0.349	99.245	90.855
615	0.023	0.363	99.337	90.635
616	0.025	0.381	99.259	90.345
617	0.025	0.341	99.245	90.435
618	0.023	0.376	99.379	90.785
619	0.024	0.348	99.299	90.485
620	0.024	0.424	99.307	89.032
621	0.024	0.347	99.297	90.755
622	0.023	0.364	99.343	90.765
623	0.021	0.377	99.433	90.535
624	0.025	0.377	99.247	89.884
625	0.023	0.335	99.355	91.076
626	0.024	0.398	99.321	89.844
627	0.023	0.391	99.393	90.455
