Namespace(arch='resnet20_1w1a', workers=4, epochs=1000, warm_up_epochs=16, start_epoch=0, batch_size=256, lr=0.1, momentum=0.9, weight_decay=0.0001, num_classes=10, seed=0, dynamic_range=[0.8, 0.0], resume='', evaluate=False, Use_tSNE=True, save_dir='saveModel-006', print_freq=200, save_every=200)
Epoch	train_loss	val_loss	train_acc	val_acc	
684	0.299	0.437	89.335	85.467
685	0.297	0.484	89.521	84.165
686	0.295	0.504	89.389	84.095
687	0.298	0.504	89.601	83.303
688	0.298	0.457	89.585	84.696
689	0.295	0.442	89.557	85.607
690	0.304	0.461	89.139	84.986
691	0.294	0.501	89.557	84.125
692	0.298	0.475	89.447	84.615
693	0.298	0.693	89.479	79.147
694	0.300	0.436	89.459	85.917
695	0.298	0.473	89.427	84.535
696	0.301	0.473	89.409	84.736
697	0.295	0.698	89.425	79.768
698	0.297	0.466	89.529	85.026
699	0.296	0.455	89.351	85.377
700	0.294	0.522	89.601	83.594
701	0.294	0.452	89.519	84.976
702	0.292	0.445	89.734	85.377
703	0.294	0.424	89.559	86.058
704	0.290	0.465	89.659	85.397
705	0.292	0.462	89.633	84.886
706	0.292	0.459	89.772	84.876
707	0.295	0.442	89.649	85.437
708	0.295	0.499	89.591	84.004
709	0.291	0.416	89.766	86.599
710	0.293	0.510	89.607	83.744
711	0.292	0.453	89.720	85.256
712	0.287	0.472	90.046	84.836
713	0.291	0.416	89.673	86.008
714	0.292	0.455	89.800	84.846
715	0.291	0.452	89.627	85.086
